"Expert","Biodiversity","Estimate","Counterfactual","Action","Rating","Comments"
2,"Mixed Forest
Birds
Herbivore/granivore","HIGHEST","80","80",NA,NA
2,"Mixed Forest
Birds
Herbivore/granivore","BEST GUESS","75","75",NA,NA
2,"Mixed Forest
Mammals
Carnivore, omnivore","LOWEST","50","50","4","Upgrading crossing infrastructure will likely have litte impact on the amount of available habtiat for this functional group. External factors outside of this project are likely the dominant threat to persistence."
2,"Mixed Forest
Mammals
Carnivore, omnivore","HIGHEST","80","80",NA,NA
2,"Mixed Forest
Mammals
Carnivore, omnivore","BEST GUESS","75","75",NA,NA
2,"Mixed Forest
Mammals
Herbivore","LOWEST","50","50","4","Upgrading crossing infrastructure will likely have litte impact on the amount of available habtiat for this functional group. External factors outside of this project are likely the dominant threat to persistence."
2,"Mixed Forest
Mammals
Herbivore","HIGHEST","80","80",NA,NA
2,"Mixed Forest
Mammals
Herbivore","BEST GUESS","75","75",NA,NA
2,"Mixed Forest
Vascular plants
Herbaceous","LOWEST","50","50","4","Upgrading crossing infrastructure will likely have litte impact on the amount of available habtiat for this functional group. External factors outside of this project are likely the dominant threat to persistence."
2,"Mixed Forest
Vascular plants
Herbaceous","HIGHEST","80","80",NA,NA
2,"Mixed Forest
Vascular plants
Herbaceous","BEST GUESS","75","75",NA,NA
2,"Mixed Forest
Vascular plants
Woody","LOWEST","50","50","4","Upgrading crossing infrastructure will likely have litte impact on the amount of available habtiat for this functional group. External factors outside of this project are likely the dominant threat to persistence."
2,"Mixed Forest
Vascular plants
Woody","HIGHEST","80","80",NA,NA
2,"Mixed Forest
Vascular plants
Woody","BEST GUESS","75","75",NA,NA
3,"Freshwater
Fish
Large predators","LOWEST","20","20","5","Because of my lack of knowledge of the system as it petains to fish biodiversity, I am only consdiering bull trout and rainbow trout, here.  I recognize that there likely are small minnow species in the system, but am not consdering those as predators. Because i think bull trout are the primary species of concern, my scores are identifcal to that of the SAR persistence tab."
3,"Freshwater
Fish
Large predators","HIGHEST","50","85",NA,NA
3,"Freshwater
Fish
Large predators","BEST GUESS","20","60",NA,NA
3,"Freshwater
Fish
Small-medium predators","LOWEST",NA,NA,"x",NA
3,"Freshwater
Fish
Small-medium predators","HIGHEST",NA,NA,NA,NA
3,"Freshwater
Fish
Small-medium predators","BEST GUESS",NA,NA,NA,NA
3,"Freshwater
Reptiles and amphibians
Snakes and lizards","LOWEST",NA,NA,"X",NA
3,"Freshwater
Reptiles and amphibians
Snakes and lizards","HIGHEST",NA,NA,NA,NA
3,"Freshwater
Reptiles and amphibians
Snakes and lizards","BEST GUESS",NA,NA,NA,NA
3,"Freshwater
Reptiles and amphibians
Frogs","LOWEST",NA,NA,"X",NA
3,"Freshwater
Reptiles and amphibians
Frogs","HIGHEST",NA,NA,NA,NA
3,"Freshwater
Reptiles and amphibians
Frogs","BEST GUESS",NA,NA,NA,NA
3,"Freshwater
Reptiles and amphibians
Salamanders","LOWEST",NA,NA,"X",NA
3,"Freshwater
Reptiles and amphibians
Salamanders","HIGHEST",NA,NA,NA,NA
3,"Freshwater
Reptiles and amphibians
Salamanders","BEST GUESS",NA,NA,NA,NA
3,"Freshwater
Birds
Carnivore","LOWEST",NA,NA,"X",NA
3,"Freshwater
Birds
Carnivore","HIGHEST",NA,NA,NA,NA
3,"Freshwater
Birds
Carnivore","BEST GUESS",NA,NA,NA,NA
3,"Freshwater
Birds
Omnivore","LOWEST",NA,NA,"X",NA
3,"Freshwater
Birds
Omnivore","HIGHEST",NA,NA,NA,NA
3,"Freshwater
Birds
Omnivore","BEST GUESS",NA,NA,NA,NA
3,"Freshwater
Birds
Insectivore/invertivore","LOWEST",NA,NA,"X",NA
3,"Freshwater
Birds
Insectivore/invertivore","HIGHEST",NA,NA,NA,NA
3,"Freshwater
Birds
Insectivore/invertivore","BEST GUESS",NA,NA,NA,NA
3,"Freshwater
Birds
Herbivore/granivore","LOWEST",NA,NA,"X",NA
3,"Freshwater
Birds
Herbivore/granivore","HIGHEST",NA,NA,NA,NA
3,"Freshwater
Birds
Herbivore/granivore","BEST GUESS",NA,NA,NA,NA
3,"Freshwater
Mammals
Carnivore, omnivore","LOWEST",NA,NA,"X",NA
3,"Freshwater
Mammals
Carnivore, omnivore","HIGHEST",NA,NA,NA,NA
3,"Freshwater
Mammals
Carnivore, omnivore","BEST GUESS",NA,NA,NA,NA
3,"Freshwater
Mammals
Herbivore","LOWEST",NA,NA,"X",NA
3,"Freshwater
Mammals
Herbivore","HIGHEST",NA,NA,NA,NA
3,"Freshwater
Mammals
Herbivore","BEST GUESS",NA,NA,NA,NA
3,"Freshwater
Vascular plants
Herbaceous","LOWEST",NA,NA,"X",NA
3,"Freshwater
Vascular plants
Herbaceous","HIGHEST",NA,NA,NA,NA
3,"Freshwater
Vascular plants
Herbaceous","BEST GUESS",NA,NA,NA,NA
3,"Freshwater
Vascular plants
Woody","LOWEST",NA,NA,"X",NA
3,"Freshwater
Vascular plants
Woody","HIGHEST",NA,NA,NA,NA
3,"Freshwater
Vascular plants
Woody","BEST GUESS",NA,NA,NA,NA
3,"Wetland
Fish
Large predators","LOWEST",NA,NA,"3",NA
3,"Wetland
Fish
Large predators","HIGHEST",NA,NA,NA,NA
3,"Wetland
Fish
Large predators","BEST GUESS",NA,NA,NA,NA
3,"Wetland
Fish
Small-medium predators","LOWEST",NA,NA,"X",NA
3,"Wetland
Fish
Small-medium predators","HIGHEST",NA,NA,NA,NA
3,"Wetland
Fish
Small-medium predators","BEST GUESS",NA,NA,NA,NA
3,"Wetland
Reptiles and amphibians
Snakes and lizards","LOWEST",NA,NA,"X",NA
3,"Wetland
Reptiles and amphibians
Snakes and lizards","HIGHEST",NA,NA,NA,NA
3,"Wetland
Reptiles and amphibians
Snakes and lizards","BEST GUESS",NA,NA,NA,NA
3,"Wetland
Reptiles and amphibians
Frogs","LOWEST",NA,NA,"X",NA
3,"Wetland
Reptiles and amphibians
Frogs","HIGHEST",NA,NA,NA,NA
3,"Wetland
Reptiles and amphibians
Frogs","BEST GUESS",NA,NA,NA,NA
3,"Wetland
Reptiles and amphibians
Salamanders","LOWEST",NA,NA,"X",NA
3,"Wetland
Reptiles and amphibians
Salamanders","HIGHEST",NA,NA,NA,NA
3,"Wetland
Reptiles and amphibians
Salamanders","BEST GUESS",NA,NA,NA,NA
3,"Wetland
Birds
Carnivore","LOWEST",NA,NA,"X",NA
3,"Wetland
Birds
Carnivore","HIGHEST",NA,NA,NA,NA
3,"Wetland
Birds
Carnivore","BEST GUESS",NA,NA,NA,NA
3,"Wetland
Birds
Omnivore","LOWEST",NA,NA,"X",NA
3,"Wetland
Birds
Omnivore","HIGHEST",NA,NA,NA,NA
3,"Wetland
Birds
Omnivore","BEST GUESS",NA,NA,NA,NA
3,"Wetland
Birds
Insectivore/invertivore","LOWEST",NA,NA,"X",NA
3,"Wetland
Birds
Insectivore/invertivore","HIGHEST",NA,NA,NA,NA
3,"Wetland
Birds
Insectivore/invertivore","BEST GUESS",NA,NA,NA,NA
3,"Wetland
Birds
Herbivore/granivore","LOWEST",NA,NA,"X",NA
3,"Wetland
Birds
Herbivore/granivore","HIGHEST",NA,NA,NA,NA
3,"Wetland
Birds
Herbivore/granivore","BEST GUESS",NA,NA,NA,NA
3,"Wetland
Mammals
Carnivore, omnivore","LOWEST",NA,NA,"X",NA
3,"Wetland
Mammals
Carnivore, omnivore","HIGHEST",NA,NA,NA,NA
3,"Wetland
Mammals
Carnivore, omnivore","BEST GUESS",NA,NA,NA,NA
3,"Wetland
Mammals
Herbivore","LOWEST",NA,NA,"X",NA
3,"Wetland
Mammals
Herbivore","HIGHEST",NA,NA,NA,NA
3,"Wetland
Mammals
Herbivore","BEST GUESS",NA,NA,NA,NA
3,"Wetland
Vascular plants
Herbaceous","LOWEST",NA,NA,"X",NA
3,"Wetland
Vascular plants
Herbaceous","HIGHEST",NA,NA,NA,NA
3,"Wetland
Vascular plants
Herbaceous","BEST GUESS",NA,NA,NA,NA
3,"Wetland
Vascular plants
Woody","LOWEST",NA,NA,"X",NA
3,"Wetland
Vascular plants
Woody","HIGHEST",NA,NA,NA,NA
3,"Wetland
Vascular plants
Woody","BEST GUESS",NA,NA,NA,NA
3,"Coniferous Forest
Reptiles and amphibians
Snakes and lizards","LOWEST",NA,NA,"X",NA
3,"Coniferous Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST",NA,NA,NA,NA
3,"Coniferous Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS",NA,NA,NA,NA
3,"Coniferous Forest
Reptiles and amphibians
Frogs","LOWEST",NA,NA,"X",NA
3,"Coniferous Forest
Reptiles and amphibians
Frogs","HIGHEST",NA,NA,NA,NA
3,"Coniferous Forest
Reptiles and amphibians
Frogs","BEST GUESS",NA,NA,NA,NA
3,"Coniferous Forest
Reptiles and amphibians
Salamanders","LOWEST",NA,NA,"X",NA
3,"Coniferous Forest
Reptiles and amphibians
Salamanders","HIGHEST",NA,NA,NA,NA
3,"Coniferous Forest
Reptiles and amphibians
Salamanders","BEST GUESS",NA,NA,NA,NA
3,"Coniferous Forest
Birds
Carnivore","LOWEST",NA,NA,"X",NA
3,"Coniferous Forest
Birds
Carnivore","HIGHEST",NA,NA,NA,NA
3,"Coniferous Forest
Birds
Carnivore","BEST GUESS",NA,NA,NA,NA
3,"Coniferous Forest
Birds
Omnivore","LOWEST",NA,NA,"X",NA
3,"Coniferous Forest
Birds
Omnivore","HIGHEST",NA,NA,NA,NA
3,"Coniferous Forest
Birds
Omnivore","BEST GUESS",NA,NA,NA,NA
3,"Coniferous Forest
Birds
Insectivore/invertivore","LOWEST",NA,NA,"X",NA
3,"Coniferous Forest
Birds
Insectivore/invertivore","HIGHEST",NA,NA,NA,NA
3,"Coniferous Forest
Birds
Insectivore/invertivore","BEST GUESS",NA,NA,NA,NA
3,"Coniferous Forest
Birds
Herbivore/granivore","LOWEST",NA,NA,"X",NA
3,"Coniferous Forest
Birds
Herbivore/granivore","HIGHEST",NA,NA,NA,NA
3,"Coniferous Forest
Birds
Herbivore/granivore","BEST GUESS",NA,NA,NA,NA
3,"Coniferous Forest
Mammals
Carnivore, omnivore","LOWEST",NA,NA,"X",NA
3,"Coniferous Forest
Mammals
Carnivore, omnivore","HIGHEST",NA,NA,NA,NA
3,"Coniferous Forest
Mammals
Carnivore, omnivore","BEST GUESS",NA,NA,NA,NA
3,"Coniferous Forest
Mammals
Herbivore","LOWEST",NA,NA,"X",NA
3,"Coniferous Forest
Mammals
Herbivore","HIGHEST",NA,NA,NA,NA
3,"Coniferous Forest
Mammals
Herbivore","BEST GUESS",NA,NA,NA,NA
3,"Coniferous Forest
Vascular plants
Herbaceous","LOWEST",NA,NA,"X",NA
3,"Coniferous Forest
Vascular plants
Herbaceous","HIGHEST",NA,NA,NA,NA
3,"Coniferous Forest
Vascular plants
Herbaceous","BEST GUESS",NA,NA,NA,NA
3,"Coniferous Forest
Vascular plants
Woody","LOWEST",NA,NA,"X",NA
3,"Coniferous Forest
Vascular plants
Woody","HIGHEST",NA,NA,NA,NA
3,"Coniferous Forest
Vascular plants
Woody","BEST GUESS",NA,NA,NA,NA
3,"Mixed Forest
Reptiles and amphibians
Snakes and lizards","LOWEST",NA,NA,"X",NA
3,"Mixed Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST",NA,NA,NA,NA
3,"Mixed Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS",NA,NA,NA,NA
3,"Mixed Forest
Reptiles and amphibians
Frogs","LOWEST",NA,NA,"X",NA
3,"Mixed Forest
Reptiles and amphibians
Frogs","HIGHEST",NA,NA,NA,NA
3,"Mixed Forest
Reptiles and amphibians
Frogs","BEST GUESS",NA,NA,NA,NA
3,"Mixed Forest
Reptiles and amphibians
Salamanders","LOWEST",NA,NA,"X",NA
3,"Mixed Forest
Reptiles and amphibians
Salamanders","HIGHEST",NA,NA,NA,NA
3,"Mixed Forest
Reptiles and amphibians
Salamanders","BEST GUESS",NA,NA,NA,NA
3,"Mixed Forest
Birds
Carnivore","LOWEST",NA,NA,"X",NA
3,"Mixed Forest
Birds
Carnivore","HIGHEST",NA,NA,NA,NA
3,"Mixed Forest
Birds
Carnivore","BEST GUESS",NA,NA,NA,NA
3,"Mixed Forest
Birds
Omnivore","LOWEST",NA,NA,"X",NA
3,"Mixed Forest
Birds
Omnivore","HIGHEST",NA,NA,NA,NA
3,"Mixed Forest
Birds
Omnivore","BEST GUESS",NA,NA,NA,NA
3,"Mixed Forest
Birds
Insectivore/invertivore","LOWEST",NA,NA,"X",NA
3,"Mixed Forest
Birds
Insectivore/invertivore","HIGHEST",NA,NA,NA,NA
3,"Mixed Forest
Birds
Insectivore/invertivore","BEST GUESS",NA,NA,NA,NA
3,"Mixed Forest
Birds
Herbivore/granivore","LOWEST",NA,NA,"X",NA
3,"Mixed Forest
Birds
Herbivore/granivore","HIGHEST",NA,NA,NA,NA
3,"Mixed Forest
Birds
Herbivore/granivore","BEST GUESS",NA,NA,NA,NA
3,"Mixed Forest
Mammals
Carnivore, omnivore","LOWEST",NA,NA,"X",NA
3,"Mixed Forest
Mammals
Carnivore, omnivore","HIGHEST",NA,NA,NA,NA
3,"Mixed Forest
Mammals
Carnivore, omnivore","BEST GUESS",NA,NA,NA,NA
3,"Mixed Forest
Mammals
Herbivore","LOWEST",NA,NA,"X",NA
3,"Mixed Forest
Mammals
Herbivore","HIGHEST",NA,NA,NA,NA
3,"Mixed Forest
Mammals
Herbivore","BEST GUESS",NA,NA,NA,NA
3,"Mixed Forest
Vascular plants
Herbaceous","LOWEST",NA,NA,"X",NA
3,"Mixed Forest
Vascular plants
Herbaceous","HIGHEST",NA,NA,NA,NA
3,"Mixed Forest
Vascular plants
Herbaceous","BEST GUESS",NA,NA,NA,NA
3,"Mixed Forest
Vascular plants
Woody","LOWEST",NA,NA,"X",NA
3,"Mixed Forest
Vascular plants
Woody","HIGHEST",NA,NA,NA,NA
3,"Mixed Forest
Vascular plants
Woody","BEST GUESS",NA,NA,NA,NA
4,"Freshwater
Fish
Large predators","LOWEST","25","50","8","Bull Trout are the only large fish predator in the system"
4,"Freshwater
Fish
Large predators","HIGHEST","75","85",NA,NA
4,"Freshwater
Fish
Large predators","BEST GUESS","50","75",NA,NA
4,"Freshwater
Fish
Small-medium predators","LOWEST","B","B","8","There are only reports of occassional captures of other species in this system. It is populated by a monoculture of Bull Trout."
4,"Freshwater
Fish
Small-medium predators","HIGHEST","B","B",NA,NA
4,"Freshwater
Fish
Small-medium predators","BEST GUESS","B","B",NA,NA
4,"Freshwater
Reptiles and amphibians
Snakes and lizards","LOWEST",NA,NA,"4",NA
4,"Freshwater
Reptiles and amphibians
Snakes and lizards","HIGHEST",NA,NA,NA,NA
4,"Freshwater
Reptiles and amphibians
Snakes and lizards","BEST GUESS",NA,NA,NA,NA
4,"Freshwater
Reptiles and amphibians
Frogs","LOWEST",NA,NA,"4",NA
4,"Freshwater
Reptiles and amphibians
Frogs","HIGHEST",NA,NA,NA,NA
4,"Freshwater
Reptiles and amphibians
Frogs","BEST GUESS",NA,NA,NA,NA
4,"Freshwater
Reptiles and amphibians
Salamanders","LOWEST",NA,NA,"4",NA
4,"Freshwater
Reptiles and amphibians
Salamanders","HIGHEST",NA,NA,NA,NA
4,"Freshwater
Reptiles and amphibians
Salamanders","BEST GUESS",NA,NA,NA,NA
4,"Freshwater
Birds
Carnivore","LOWEST",NA,NA,"4",NA
4,"Freshwater
Birds
Carnivore","HIGHEST",NA,NA,NA,NA
4,"Freshwater
Birds
Carnivore","BEST GUESS",NA,NA,NA,NA
4,"Freshwater
Birds
Omnivore","LOWEST",NA,NA,"4",NA
4,"Freshwater
Birds
Omnivore","HIGHEST",NA,NA,NA,NA
4,"Freshwater
Birds
Omnivore","BEST GUESS",NA,NA,NA,NA
4,"Freshwater
Birds
Insectivore/invertivore","LOWEST",NA,NA,"4",NA
4,"Freshwater
Birds
Insectivore/invertivore","HIGHEST",NA,NA,NA,NA
4,"Freshwater
Birds
Insectivore/invertivore","BEST GUESS",NA,NA,NA,NA
4,"Freshwater
Birds
Herbivore/granivore","LOWEST",NA,NA,"4",NA
4,"Freshwater
Birds
Herbivore/granivore","HIGHEST",NA,NA,NA,NA
4,"Freshwater
Birds
Herbivore/granivore","BEST GUESS",NA,NA,NA,NA
4,"Freshwater
Mammals
Carnivore, omnivore","LOWEST",NA,NA,"4",NA
4,"Freshwater
Mammals
Carnivore, omnivore","HIGHEST",NA,NA,NA,NA
4,"Freshwater
Mammals
Carnivore, omnivore","BEST GUESS",NA,NA,NA,NA
4,"Freshwater
Mammals
Herbivore","LOWEST",NA,NA,"4",NA
4,"Freshwater
Mammals
Herbivore","HIGHEST",NA,NA,NA,NA
4,"Freshwater
Mammals
Herbivore","BEST GUESS",NA,NA,NA,NA
4,"Freshwater
Vascular plants
Herbaceous","LOWEST",NA,NA,"4",NA
4,"Freshwater
Vascular plants
Herbaceous","HIGHEST",NA,NA,NA,NA
4,"Freshwater
Vascular plants
Herbaceous","BEST GUESS",NA,NA,NA,NA
4,"Freshwater
Vascular plants
Woody","LOWEST",NA,NA,"4",NA
4,"Freshwater
Vascular plants
Woody","HIGHEST",NA,NA,NA,NA
4,"Freshwater
Vascular plants
Woody","BEST GUESS",NA,NA,NA,NA
4,"Wetland
Fish
Large predators","LOWEST","25","50","8","The Bull Trout live in the mainstem and ephemeral side-channels. Theses side-channels MIGHT be considered wetlands, in which case they have the same effect as the freshwater functional group."
4,"Wetland
Fish
Large predators","HIGHEST","75","85",NA,NA
4,"Wetland
Fish
Large predators","BEST GUESS","50","75",NA,NA
4,"Wetland
Fish
Small-medium predators","LOWEST","B","B","8","same as above"
4,"Wetland
Fish
Small-medium predators","HIGHEST","B","B",NA,NA
4,"Wetland
Fish
Small-medium predators","BEST GUESS","B","B",NA,NA
4,"Wetland
Reptiles and amphibians
Snakes and lizards","LOWEST",NA,NA,"4",NA
4,"Wetland
Reptiles and amphibians
Snakes and lizards","HIGHEST",NA,NA,NA,NA
4,"Wetland
Reptiles and amphibians
Snakes and lizards","BEST GUESS",NA,NA,NA,NA
4,"Wetland
Reptiles and amphibians
Frogs","LOWEST",NA,NA,"4",NA
4,"Wetland
Reptiles and amphibians
Frogs","HIGHEST",NA,NA,NA,NA
4,"Wetland
Reptiles and amphibians
Frogs","BEST GUESS",NA,NA,NA,NA
4,"Wetland
Reptiles and amphibians
Salamanders","LOWEST",NA,NA,"4",NA
4,"Wetland
Reptiles and amphibians
Salamanders","HIGHEST",NA,NA,NA,NA
4,"Wetland
Reptiles and amphibians
Salamanders","BEST GUESS",NA,NA,NA,NA
4,"Wetland
Birds
Carnivore","LOWEST",NA,NA,"4",NA
4,"Wetland
Birds
Carnivore","HIGHEST",NA,NA,NA,NA
4,"Wetland
Birds
Carnivore","BEST GUESS",NA,NA,NA,NA
4,"Wetland
Birds
Omnivore","LOWEST",NA,NA,"4",NA
4,"Wetland
Birds
Omnivore","HIGHEST",NA,NA,NA,NA
4,"Wetland
Birds
Omnivore","BEST GUESS",NA,NA,NA,NA
4,"Wetland
Birds
Insectivore/invertivore","LOWEST",NA,NA,"4",NA
4,"Wetland
Birds
Insectivore/invertivore","HIGHEST",NA,NA,NA,NA
4,"Wetland
Birds
Insectivore/invertivore","BEST GUESS",NA,NA,NA,NA
4,"Wetland
Birds
Herbivore/granivore","LOWEST",NA,NA,"4",NA
4,"Wetland
Birds
Herbivore/granivore","HIGHEST",NA,NA,NA,NA
4,"Wetland
Birds
Herbivore/granivore","BEST GUESS",NA,NA,NA,NA
4,"Wetland
Mammals
Carnivore, omnivore","LOWEST",NA,NA,"4",NA
4,"Wetland
Mammals
Carnivore, omnivore","HIGHEST",NA,NA,NA,NA
4,"Wetland
Mammals
Carnivore, omnivore","BEST GUESS",NA,NA,NA,NA
4,"Wetland
Mammals
Herbivore","LOWEST",NA,NA,"4",NA
4,"Wetland
Mammals
Herbivore","HIGHEST",NA,NA,NA,NA
4,"Wetland
Mammals
Herbivore","BEST GUESS",NA,NA,NA,NA
4,"Wetland
Vascular plants
Herbaceous","LOWEST",NA,NA,"4",NA
4,"Wetland
Vascular plants
Herbaceous","HIGHEST",NA,NA,NA,NA
4,"Wetland
Vascular plants
Herbaceous","BEST GUESS",NA,NA,NA,NA
4,"Wetland
Vascular plants
Woody","LOWEST",NA,NA,"4",NA
4,"Wetland
Vascular plants
Woody","HIGHEST",NA,NA,NA,NA
4,"Wetland
Vascular plants
Woody","BEST GUESS",NA,NA,NA,NA
4,"Coniferous Forest
Reptiles and amphibians
Snakes and lizards","LOWEST",NA,NA,"4",NA
4,"Coniferous Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST",NA,NA,NA,NA
4,"Coniferous Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS",NA,NA,NA,NA
4,"Coniferous Forest
Reptiles and amphibians
Frogs","LOWEST",NA,NA,"4",NA
4,"Coniferous Forest
Reptiles and amphibians
Frogs","HIGHEST",NA,NA,NA,NA
4,"Coniferous Forest
Reptiles and amphibians
Frogs","BEST GUESS",NA,NA,NA,NA
4,"Coniferous Forest
Reptiles and amphibians
Salamanders","LOWEST",NA,NA,"4",NA
4,"Coniferous Forest
Reptiles and amphibians
Salamanders","HIGHEST",NA,NA,NA,NA
4,"Coniferous Forest
Reptiles and amphibians
Salamanders","BEST GUESS",NA,NA,NA,NA
4,"Coniferous Forest
Birds
Carnivore","LOWEST",NA,NA,"4",NA
4,"Coniferous Forest
Birds
Carnivore","HIGHEST",NA,NA,NA,NA
4,"Coniferous Forest
Birds
Carnivore","BEST GUESS",NA,NA,NA,NA
4,"Coniferous Forest
Birds
Omnivore","LOWEST",NA,NA,"4",NA
4,"Coniferous Forest
Birds
Omnivore","HIGHEST",NA,NA,NA,NA
4,"Coniferous Forest
Birds
Omnivore","BEST GUESS",NA,NA,NA,NA
4,"Coniferous Forest
Birds
Insectivore/invertivore","LOWEST",NA,NA,"4",NA
4,"Coniferous Forest
Birds
Insectivore/invertivore","HIGHEST",NA,NA,NA,NA
4,"Coniferous Forest
Birds
Insectivore/invertivore","BEST GUESS",NA,NA,NA,NA
4,"Coniferous Forest
Birds
Herbivore/granivore","LOWEST",NA,NA,"4",NA
4,"Coniferous Forest
Birds
Herbivore/granivore","HIGHEST",NA,NA,NA,NA
4,"Coniferous Forest
Birds
Herbivore/granivore","BEST GUESS",NA,NA,NA,NA
4,"Coniferous Forest
Mammals
Carnivore, omnivore","LOWEST",NA,NA,"4",NA
4,"Coniferous Forest
Mammals
Carnivore, omnivore","HIGHEST",NA,NA,NA,NA
4,"Coniferous Forest
Mammals
Carnivore, omnivore","BEST GUESS",NA,NA,NA,NA
4,"Coniferous Forest
Mammals
Herbivore","LOWEST",NA,NA,"4",NA
4,"Coniferous Forest
Mammals
Herbivore","HIGHEST",NA,NA,NA,NA
4,"Coniferous Forest
Mammals
Herbivore","BEST GUESS",NA,NA,NA,NA
4,"Coniferous Forest
Vascular plants
Herbaceous","LOWEST",NA,NA,"4",NA
4,"Coniferous Forest
Vascular plants
Herbaceous","HIGHEST",NA,NA,NA,NA
4,"Coniferous Forest
Vascular plants
Herbaceous","BEST GUESS",NA,NA,NA,NA
4,"Coniferous Forest
Vascular plants
Woody","LOWEST",NA,NA,"4",NA
4,"Coniferous Forest
Vascular plants
Woody","HIGHEST",NA,NA,NA,NA
4,"Coniferous Forest
Vascular plants
Woody","BEST GUESS",NA,NA,NA,NA
4,"Mixed Forest
Reptiles and amphibians
Snakes and lizards","LOWEST",NA,NA,"4",NA
4,"Mixed Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST",NA,NA,NA,NA
4,"Mixed Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS",NA,NA,NA,NA
4,"Mixed Forest
Reptiles and amphibians
Frogs","LOWEST",NA,NA,"4",NA
4,"Mixed Forest
Reptiles and amphibians
Frogs","HIGHEST",NA,NA,NA,NA
4,"Mixed Forest
Reptiles and amphibians
Frogs","BEST GUESS",NA,NA,NA,NA
4,"Mixed Forest
Reptiles and amphibians
Salamanders","LOWEST",NA,NA,"4",NA
4,"Mixed Forest
Reptiles and amphibians
Salamanders","HIGHEST",NA,NA,NA,NA
4,"Mixed Forest
Reptiles and amphibians
Salamanders","BEST GUESS",NA,NA,NA,NA
4,"Mixed Forest
Birds
Carnivore","LOWEST",NA,NA,"4",NA
4,"Mixed Forest
Birds
Carnivore","HIGHEST",NA,NA,NA,NA
4,"Mixed Forest
Birds
Carnivore","BEST GUESS",NA,NA,NA,NA
4,"Mixed Forest
Birds
Omnivore","LOWEST",NA,NA,"4",NA
4,"Mixed Forest
Birds
Omnivore","HIGHEST",NA,NA,NA,NA
4,"Mixed Forest
Birds
Omnivore","BEST GUESS",NA,NA,NA,NA
4,"Mixed Forest
Birds
Insectivore/invertivore","LOWEST",NA,NA,"4",NA
4,"Mixed Forest
Birds
Insectivore/invertivore","HIGHEST",NA,NA,NA,NA
4,"Mixed Forest
Birds
Insectivore/invertivore","BEST GUESS",NA,NA,NA,NA
4,"Mixed Forest
Birds
Herbivore/granivore","LOWEST",NA,NA,"4",NA
4,"Mixed Forest
Birds
Herbivore/granivore","HIGHEST",NA,NA,NA,NA
4,"Mixed Forest
Birds
Herbivore/granivore","BEST GUESS",NA,NA,NA,NA
4,"Mixed Forest
Mammals
Carnivore, omnivore","LOWEST",NA,NA,"4",NA
4,"Mixed Forest
Mammals
Carnivore, omnivore","HIGHEST",NA,NA,NA,NA
4,"Mixed Forest
Mammals
Carnivore, omnivore","BEST GUESS",NA,NA,NA,NA
4,"Mixed Forest
Mammals
Herbivore","LOWEST",NA,NA,"4",NA
4,"Mixed Forest
Mammals
Herbivore","HIGHEST",NA,NA,NA,NA
4,"Mixed Forest
Mammals
Herbivore","BEST GUESS",NA,NA,NA,NA
4,"Mixed Forest
Vascular plants
Herbaceous","LOWEST",NA,NA,"4",NA
4,"Mixed Forest
Vascular plants
Herbaceous","HIGHEST",NA,NA,NA,NA
4,"Mixed Forest
Vascular plants
Herbaceous","BEST GUESS",NA,NA,NA,NA
4,"Mixed Forest
Vascular plants
Woody","LOWEST",NA,NA,"4",NA
4,"Mixed Forest
Vascular plants
Woody","HIGHEST",NA,NA,NA,NA
4,"Mixed Forest
Vascular plants
Woody","BEST GUESS",NA,NA,NA,NA
5,"Freshwater
Fish
Large predators","LOWEST","50","50","modest though this a novel context","Based on the presentation, this seems to be the group most likely to benefit. Still they have persisted this long so I think that they will likely continue. Active management likely improves the overall outlook but as these systems are more complicated than expected, failure or reduction in habitat quality is always a possibility (Such as loss of heterogeneity). I feel as this active management is limited and mostly just excluding people I think it has a higher probability of success than more involved activities.  If refering to pike, I think they are likely fine."
5,"Freshwater
Fish
Large predators","HIGHEST","100","100",NA,NA
5,"Freshwater
Fish
Large predators","BEST GUESS","60","70",NA,NA
5,"Freshwater
Fish
Small-medium predators","LOWEST","70","70","As above","Most of the small fish in this system are fairly resiliant in my opionin and have persisted thus far. I would expect them to to be fine. Still as fish such as chub are pebble nesters there may be some benifit"
5,"Freshwater
Fish
Small-medium predators","HIGHEST","100","100",NA,NA
5,"Freshwater
Fish
Small-medium predators","BEST GUESS","85","90",NA,NA
5,"Freshwater
Reptiles and amphibians
Snakes and lizards","LOWEST","90","90","strong","I think this will have very little impact on overall reptile populations"
5,"Freshwater
Reptiles and amphibians
Snakes and lizards","HIGHEST","100","100",NA,NA
5,"Freshwater
Reptiles and amphibians
Snakes and lizards","BEST GUESS","95","95",NA,NA
5,"Freshwater
Reptiles and amphibians
Frogs","LOWEST","90","90","strong","I think this will have very little impact on overall frog populations"
5,"Freshwater
Reptiles and amphibians
Frogs","HIGHEST","100","100",NA,NA
