"Expert","Biodiversity","Estimate","Scenario","Value"
"5","Freshwater
Vascular plants
Woody","HIGHEST","Counterfactual",NA
"5","Freshwater
Vascular plants
Woody","BEST GUESS","Counterfactual",NA
"5","Wetland
Fish
Large predators","LOWEST","Counterfactual",NA
"5","Wetland
Fish
Large predators","HIGHEST","Counterfactual",NA
"5","Wetland
Fish
Large predators","BEST GUESS","Counterfactual",NA
"5","Wetland
Fish
Small-medium predators","LOWEST","Counterfactual",NA
"5","Wetland
Fish
Small-medium predators","HIGHEST","Counterfactual",NA
"5","Wetland
Fish
Small-medium predators","BEST GUESS","Counterfactual",NA
"5","Wetland
Reptiles and amphibians
Snakes and lizards","LOWEST","Counterfactual","90"
"5","Wetland
Reptiles and amphibians
Snakes and lizards","HIGHEST","Counterfactual","100"
"5","Wetland
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Counterfactual","95"
"5","Wetland
Reptiles and amphibians
Frogs","LOWEST","Counterfactual","90"
"5","Wetland
Reptiles and amphibians
Frogs","HIGHEST","Counterfactual","100"
"5","Wetland
Reptiles and amphibians
Frogs","BEST GUESS","Counterfactual","95"
"5","Wetland
Reptiles and amphibians
Salamanders","LOWEST","Counterfactual","90"
"5","Wetland
Reptiles and amphibians
Salamanders","HIGHEST","Counterfactual","100"
"5","Wetland
Reptiles and amphibians
Salamanders","BEST GUESS","Counterfactual","95"
"5","Wetland
Birds
Carnivore","LOWEST","Counterfactual",NA
"5","Wetland
Birds
Carnivore","HIGHEST","Counterfactual",NA
"5","Wetland
Birds
Carnivore","BEST GUESS","Counterfactual",NA
"5","Wetland
Birds
Omnivore","LOWEST","Counterfactual",NA
"5","Wetland
Birds
Omnivore","HIGHEST","Counterfactual",NA
"5","Wetland
Birds
Omnivore","BEST GUESS","Counterfactual",NA
"5","Wetland
Birds
Insectivore/invertivore","LOWEST","Counterfactual",NA
"5","Wetland
Birds
Insectivore/invertivore","HIGHEST","Counterfactual",NA
"5","Wetland
Birds
Insectivore/invertivore","BEST GUESS","Counterfactual",NA
"5","Wetland
Birds
Herbivore/granivore","LOWEST","Counterfactual",NA
"5","Wetland
Birds
Herbivore/granivore","HIGHEST","Counterfactual",NA
"5","Wetland
Birds
Herbivore/granivore","BEST GUESS","Counterfactual",NA
"5","Wetland
Mammals
Carnivore, omnivore","LOWEST","Counterfactual",NA
"5","Wetland
Mammals
Carnivore, omnivore","HIGHEST","Counterfactual",NA
"5","Wetland
Mammals
Carnivore, omnivore","BEST GUESS","Counterfactual",NA
"5","Wetland
Mammals
Herbivore","LOWEST","Counterfactual",NA
"5","Wetland
Mammals
Herbivore","HIGHEST","Counterfactual",NA
"5","Wetland
Mammals
Herbivore","BEST GUESS","Counterfactual",NA
"5","Wetland
Vascular plants
Herbaceous","LOWEST","Counterfactual",NA
"5","Wetland
Vascular plants
Herbaceous","HIGHEST","Counterfactual",NA
"5","Wetland
Vascular plants
Herbaceous","BEST GUESS","Counterfactual",NA
"5","Wetland
Vascular plants
Woody","LOWEST","Counterfactual",NA
"5","Wetland
Vascular plants
Woody","HIGHEST","Counterfactual",NA
"5","Wetland
Vascular plants
Woody","BEST GUESS","Counterfactual",NA
"5","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","LOWEST","Counterfactual","90"
"5","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST","Counterfactual","100"
"5","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Counterfactual","95"
"5","Coniferous Forest
Reptiles and amphibians
Frogs","LOWEST","Counterfactual","90"
"5","Coniferous Forest
Reptiles and amphibians
Frogs","HIGHEST","Counterfactual","100"
"5","Coniferous Forest
Reptiles and amphibians
Frogs","BEST GUESS","Counterfactual","95"
"5","Coniferous Forest
Reptiles and amphibians
Salamanders","LOWEST","Counterfactual","90"
"5","Coniferous Forest
Reptiles and amphibians
Salamanders","HIGHEST","Counterfactual","100"
"5","Coniferous Forest
Reptiles and amphibians
Salamanders","BEST GUESS","Counterfactual","95"
"5","Coniferous Forest
Birds
Carnivore","LOWEST","Counterfactual",NA
"5","Coniferous Forest
Birds
Carnivore","HIGHEST","Counterfactual",NA
"5","Coniferous Forest
Birds
Carnivore","BEST GUESS","Counterfactual",NA
"5","Coniferous Forest
Birds
Omnivore","LOWEST","Counterfactual",NA
"5","Coniferous Forest
Birds
Omnivore","HIGHEST","Counterfactual",NA
"5","Coniferous Forest
Birds
Omnivore","BEST GUESS","Counterfactual",NA
"5","Coniferous Forest
Birds
Insectivore/invertivore","LOWEST","Counterfactual",NA
"5","Coniferous Forest
Birds
Insectivore/invertivore","HIGHEST","Counterfactual",NA
"5","Coniferous Forest
Birds
Insectivore/invertivore","BEST GUESS","Counterfactual",NA
"5","Coniferous Forest
Birds
Herbivore/granivore","LOWEST","Counterfactual",NA
"5","Coniferous Forest
Birds
Herbivore/granivore","HIGHEST","Counterfactual",NA
"5","Coniferous Forest
Birds
Herbivore/granivore","BEST GUESS","Counterfactual",NA
"5","Coniferous Forest
Mammals
Carnivore, omnivore","LOWEST","Counterfactual",NA
"5","Coniferous Forest
Mammals
Carnivore, omnivore","HIGHEST","Counterfactual",NA
"5","Coniferous Forest
Mammals
Carnivore, omnivore","BEST GUESS","Counterfactual",NA
"5","Coniferous Forest
Mammals
Herbivore","LOWEST","Counterfactual",NA
"5","Coniferous Forest
Mammals
Herbivore","HIGHEST","Counterfactual",NA
"5","Coniferous Forest
Mammals
Herbivore","BEST GUESS","Counterfactual",NA
"5","Coniferous Forest
Vascular plants
Herbaceous","LOWEST","Counterfactual",NA
"5","Coniferous Forest
Vascular plants
Herbaceous","HIGHEST","Counterfactual",NA
"5","Coniferous Forest
Vascular plants
Herbaceous","BEST GUESS","Counterfactual",NA
"5","Coniferous Forest
Vascular plants
Woody","LOWEST","Counterfactual",NA
"5","Coniferous Forest
Vascular plants
Woody","HIGHEST","Counterfactual",NA
"5","Coniferous Forest
Vascular plants
Woody","BEST GUESS","Counterfactual",NA
"5","Mixed Forest
Reptiles and amphibians
Snakes and lizards","LOWEST","Counterfactual","90"
"5","Mixed Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST","Counterfactual","100"
"5","Mixed Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Counterfactual","95"
"5","Mixed Forest
Reptiles and amphibians
Frogs","LOWEST","Counterfactual","90"
"5","Mixed Forest
Reptiles and amphibians
Frogs","HIGHEST","Counterfactual","100"
"5","Mixed Forest
Reptiles and amphibians
Frogs","BEST GUESS","Counterfactual","95"
"5","Mixed Forest
Reptiles and amphibians
Salamanders","LOWEST","Counterfactual","90"
"5","Mixed Forest
Reptiles and amphibians
Salamanders","HIGHEST","Counterfactual","100"
"5","Mixed Forest
Reptiles and amphibians
Salamanders","BEST GUESS","Counterfactual","95"
"5","Mixed Forest
Birds
Carnivore","LOWEST","Counterfactual",NA
"5","Mixed Forest
Birds
Carnivore","HIGHEST","Counterfactual",NA
"5","Mixed Forest
Birds
Carnivore","BEST GUESS","Counterfactual",NA
"5","Mixed Forest
Birds
Omnivore","LOWEST","Counterfactual",NA
"5","Mixed Forest
Birds
Omnivore","HIGHEST","Counterfactual",NA
"5","Mixed Forest
Birds
Omnivore","BEST GUESS","Counterfactual",NA
"5","Mixed Forest
Birds
Insectivore/invertivore","LOWEST","Counterfactual",NA
"5","Mixed Forest
Birds
Insectivore/invertivore","HIGHEST","Counterfactual",NA
"5","Mixed Forest
Birds
Insectivore/invertivore","BEST GUESS","Counterfactual",NA
"5","Mixed Forest
Birds
Herbivore/granivore","LOWEST","Counterfactual",NA
"5","Mixed Forest
Birds
Herbivore/granivore","HIGHEST","Counterfactual",NA
"5","Mixed Forest
Birds
Herbivore/granivore","BEST GUESS","Counterfactual",NA
"5","Mixed Forest
Mammals
Carnivore, omnivore","LOWEST","Counterfactual",NA
"5","Mixed Forest
Mammals
Carnivore, omnivore","HIGHEST","Counterfactual",NA
"5","Mixed Forest
Mammals
Carnivore, omnivore","BEST GUESS","Counterfactual",NA
"5","Mixed Forest
Mammals
Herbivore","LOWEST","Counterfactual",NA
"5","Mixed Forest
Mammals
Herbivore","HIGHEST","Counterfactual",NA
"5","Mixed Forest
Mammals
Herbivore","BEST GUESS","Counterfactual",NA
"5","Mixed Forest
Vascular plants
Herbaceous","LOWEST","Counterfactual",NA
"5","Mixed Forest
Vascular plants
Herbaceous","HIGHEST","Counterfactual",NA
"5","Mixed Forest
Vascular plants
Herbaceous","BEST GUESS","Counterfactual",NA
"5","Mixed Forest
Vascular plants
Woody","LOWEST","Counterfactual",NA
"5","Mixed Forest
Vascular plants
Woody","HIGHEST","Counterfactual",NA
"5","Mixed Forest
Vascular plants
Woody","BEST GUESS","Counterfactual",NA
"6","Freshwater
Fish
Large predators","LOWEST","Counterfactual","10"
"6","Freshwater
Fish
Large predators","HIGHEST","Counterfactual","50"
"6","Freshwater
Fish
Large predators","BEST GUESS","Counterfactual","25"
"6","Freshwater
Fish
Small-medium predators","LOWEST","Counterfactual","20"
"6","Freshwater
Fish
Small-medium predators","HIGHEST","Counterfactual","75"
"6","Freshwater
Fish
Small-medium predators","BEST GUESS","Counterfactual","50"
"6","Freshwater
Reptiles and amphibians
Snakes and lizards","LOWEST","Counterfactual",NA
"6","Freshwater
Reptiles and amphibians
Snakes and lizards","HIGHEST","Counterfactual",NA
"6","Freshwater
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Counterfactual",NA
"6","Freshwater
Reptiles and amphibians
Frogs","LOWEST","Counterfactual",NA
"6","Freshwater
Reptiles and amphibians
Frogs","HIGHEST","Counterfactual",NA
"6","Freshwater
Reptiles and amphibians
Frogs","BEST GUESS","Counterfactual",NA
"6","Freshwater
Reptiles and amphibians
Salamanders","LOWEST","Counterfactual","50"
"6","Freshwater
Reptiles and amphibians
Salamanders","HIGHEST","Counterfactual","75"
"6","Freshwater
Reptiles and amphibians
Salamanders","BEST GUESS","Counterfactual","60"
"6","Freshwater
Birds
Carnivore","LOWEST","Counterfactual","25"
"6","Freshwater
Birds
Carnivore","HIGHEST","Counterfactual","85"
"6","Freshwater
Birds
Carnivore","BEST GUESS","Counterfactual","75"
"6","Freshwater
Birds
Omnivore","LOWEST","Counterfactual","65"
"6","Freshwater
Birds
Omnivore","HIGHEST","Counterfactual","80"
"6","Freshwater
Birds
Omnivore","BEST GUESS","Counterfactual","65"
"6","Freshwater
Birds
Insectivore/invertivore","LOWEST","Counterfactual",NA
"6","Freshwater
Birds
Insectivore/invertivore","HIGHEST","Counterfactual",NA
"6","Freshwater
Birds
Insectivore/invertivore","BEST GUESS","Counterfactual",NA
"6","Freshwater
Birds
Herbivore/granivore","LOWEST","Counterfactual","65"
"6","Freshwater
Birds
Herbivore/granivore","HIGHEST","Counterfactual","100"
"6","Freshwater
Birds
Herbivore/granivore","BEST GUESS","Counterfactual","65"
"6","Freshwater
Mammals
Carnivore, omnivore","LOWEST","Counterfactual",NA
"6","Freshwater
Mammals
Carnivore, omnivore","HIGHEST","Counterfactual",NA
"6","Freshwater
Mammals
Carnivore, omnivore","BEST GUESS","Counterfactual",NA
"6","Freshwater
Mammals
Herbivore","LOWEST","Counterfactual","65"
"6","Freshwater
Mammals
Herbivore","HIGHEST","Counterfactual","100"
"6","Freshwater
Mammals
Herbivore","BEST GUESS","Counterfactual","85"
"6","Freshwater
Vascular plants
Herbaceous","LOWEST","Counterfactual",NA
"6","Freshwater
Vascular plants
Herbaceous","HIGHEST","Counterfactual",NA
"6","Freshwater
Vascular plants
Herbaceous","BEST GUESS","Counterfactual",NA
"6","Freshwater
Vascular plants
Woody","LOWEST","Counterfactual","65"
"6","Freshwater
Vascular plants
Woody","HIGHEST","Counterfactual","100"
"6","Freshwater
Vascular plants
Woody","BEST GUESS","Counterfactual","85"
"6","Wetland
Fish
Large predators","LOWEST","Counterfactual",NA
"6","Wetland
Fish
Large predators","HIGHEST","Counterfactual",NA
"6","Wetland
Fish
Large predators","BEST GUESS","Counterfactual",NA
"6","Wetland
Fish
Small-medium predators","LOWEST","Counterfactual",NA
"6","Wetland
Fish
Small-medium predators","HIGHEST","Counterfactual",NA
"6","Wetland
Fish
Small-medium predators","BEST GUESS","Counterfactual",NA
"6","Wetland
Reptiles and amphibians
Snakes and lizards","LOWEST","Counterfactual",NA
"6","Wetland
Reptiles and amphibians
Snakes and lizards","HIGHEST","Counterfactual",NA
"6","Wetland
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Counterfactual",NA
"6","Wetland
Reptiles and amphibians
Frogs","LOWEST","Counterfactual","50"
"6","Wetland
Reptiles and amphibians
Frogs","HIGHEST","Counterfactual","100"
"6","Wetland
Reptiles and amphibians
Frogs","BEST GUESS","Counterfactual","75"
"6","Wetland
Reptiles and amphibians
Salamanders","LOWEST","Counterfactual","50"
"6","Wetland
Reptiles and amphibians
Salamanders","HIGHEST","Counterfactual","80"
"6","Wetland
Reptiles and amphibians
Salamanders","BEST GUESS","Counterfactual","65"
"6","Wetland
Birds
Carnivore","LOWEST","Counterfactual","50"
"6","Wetland
Birds
Carnivore","HIGHEST","Counterfactual","100"
"6","Wetland
Birds
Carnivore","BEST GUESS","Counterfactual","75"
"6","Wetland
Birds
Omnivore","LOWEST","Counterfactual",NA
"6","Wetland
Birds
Omnivore","HIGHEST","Counterfactual",NA
"6","Wetland
Birds
Omnivore","BEST GUESS","Counterfactual",NA
"6","Wetland
Birds
Insectivore/invertivore","LOWEST","Counterfactual","50"
"6","Wetland
Birds
Insectivore/invertivore","HIGHEST","Counterfactual","80"
"6","Wetland
Birds
Insectivore/invertivore","BEST GUESS","Counterfactual","65"
"6","Wetland
Birds
Herbivore/granivore","LOWEST","Counterfactual","65"
"6","Wetland
Birds
Herbivore/granivore","HIGHEST","Counterfactual","80"
"6","Wetland
Birds
Herbivore/granivore","BEST GUESS","Counterfactual","65"
"6","Wetland
Mammals
Carnivore, omnivore","LOWEST","Counterfactual",NA
"6","Wetland
Mammals
Carnivore, omnivore","HIGHEST","Counterfactual",NA
"6","Wetland
Mammals
Carnivore, omnivore","BEST GUESS","Counterfactual",NA
"6","Wetland
Mammals
Herbivore","LOWEST","Counterfactual","65"
"6","Wetland
Mammals
Herbivore","HIGHEST","Counterfactual","100"
"6","Wetland
Mammals
Herbivore","BEST GUESS","Counterfactual","75"
"6","Wetland
Vascular plants
Herbaceous","LOWEST","Counterfactual",NA
"6","Wetland
Vascular plants
Herbaceous","HIGHEST","Counterfactual",NA
"6","Wetland
Vascular plants
Herbaceous","BEST GUESS","Counterfactual",NA
"6","Wetland
Vascular plants
Woody","LOWEST","Counterfactual",NA
"6","Wetland
Vascular plants
Woody","HIGHEST","Counterfactual",NA
"6","Wetland
Vascular plants
Woody","BEST GUESS","Counterfactual",NA
"6","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","LOWEST","Counterfactual",NA
"6","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST","Counterfactual",NA
"6","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Counterfactual",NA
"6","Coniferous Forest
Reptiles and amphibians
Frogs","LOWEST","Counterfactual","25"
"6","Coniferous Forest
Reptiles and amphibians
Frogs","HIGHEST","Counterfactual","75"
"6","Coniferous Forest
Reptiles and amphibians
Frogs","BEST GUESS","Counterfactual","65"
"6","Coniferous Forest
Reptiles and amphibians
Salamanders","LOWEST","Counterfactual","50"
"6","Coniferous Forest
Reptiles and amphibians
Salamanders","HIGHEST","Counterfactual","75"
"6","Coniferous Forest
Reptiles and amphibians
Salamanders","BEST GUESS","Counterfactual","60"
"6","Coniferous Forest
Birds
Carnivore","LOWEST","Counterfactual",NA
"6","Coniferous Forest
Birds
Carnivore","HIGHEST","Counterfactual",NA
"6","Coniferous Forest
Birds
Carnivore","BEST GUESS","Counterfactual",NA
"6","Coniferous Forest
Birds
Omnivore","LOWEST","Counterfactual",NA
"6","Coniferous Forest
Birds
Omnivore","HIGHEST","Counterfactual",NA
"6","Coniferous Forest
Birds
Omnivore","BEST GUESS","Counterfactual",NA
"6","Coniferous Forest
Birds
Insectivore/invertivore","LOWEST","Counterfactual",NA
"6","Coniferous Forest
Birds
Insectivore/invertivore","HIGHEST","Counterfactual",NA
"6","Coniferous Forest
Birds
Insectivore/invertivore","BEST GUESS","Counterfactual",NA
"6","Coniferous Forest
Birds
Herbivore/granivore","LOWEST","Counterfactual",NA
"6","Coniferous Forest
Birds
Herbivore/granivore","HIGHEST","Counterfactual",NA
"6","Coniferous Forest
Birds
Herbivore/granivore","BEST GUESS","Counterfactual",NA
"6","Coniferous Forest
Mammals
Carnivore, omnivore","LOWEST","Counterfactual",NA
"6","Coniferous Forest
Mammals
Carnivore, omnivore","HIGHEST","Counterfactual",NA
"6","Coniferous Forest
Mammals
Carnivore, omnivore","BEST GUESS","Counterfactual",NA
"6","Coniferous Forest
Mammals
Herbivore","LOWEST","Counterfactual","85"
"6","Coniferous Forest
Mammals
Herbivore","HIGHEST","Counterfactual","100"
"6","Coniferous Forest
Mammals
Herbivore","BEST GUESS","Counterfactual","100"
"6","Coniferous Forest
Vascular plants
Herbaceous","LOWEST","Counterfactual","65"
"6","Coniferous Forest
Vascular plants
Herbaceous","HIGHEST","Counterfactual","95"
"6","Coniferous Forest
Vascular plants
Herbaceous","BEST GUESS","Counterfactual","75"
"6","Coniferous Forest
Vascular plants
Woody","LOWEST","Counterfactual","65"
"6","Coniferous Forest
Vascular plants
Woody","HIGHEST","Counterfactual","100"
"6","Coniferous Forest
Vascular plants
Woody","BEST GUESS","Counterfactual","75"
"6","Mixed Forest
Reptiles and amphibians
Snakes and lizards","LOWEST","Counterfactual",NA
"6","Mixed Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST","Counterfactual",NA
"6","Mixed Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Counterfactual",NA
"6","Mixed Forest
Reptiles and amphibians
Frogs","LOWEST","Counterfactual","50"
"6","Mixed Forest
Reptiles and amphibians
Frogs","HIGHEST","Counterfactual","100"
"6","Mixed Forest
Reptiles and amphibians
Frogs","BEST GUESS","Counterfactual","75"
"6","Mixed Forest
Reptiles and amphibians
Salamanders","LOWEST","Counterfactual","50"
"6","Mixed Forest
Reptiles and amphibians
Salamanders","HIGHEST","Counterfactual","75"
"6","Mixed Forest
Reptiles and amphibians
Salamanders","BEST GUESS","Counterfactual","60"
"6","Mixed Forest
Birds
Carnivore","LOWEST","Counterfactual",NA
"6","Mixed Forest
Birds
Carnivore","HIGHEST","Counterfactual",NA
"6","Mixed Forest
Birds
Carnivore","BEST GUESS","Counterfactual",NA
"6","Mixed Forest
Birds
Omnivore","LOWEST","Counterfactual",NA
"6","Mixed Forest
Birds
Omnivore","HIGHEST","Counterfactual",NA
"6","Mixed Forest
Birds
Omnivore","BEST GUESS","Counterfactual",NA
"6","Mixed Forest
Birds
Insectivore/invertivore","LOWEST","Counterfactual",NA
"6","Mixed Forest
Birds
Insectivore/invertivore","HIGHEST","Counterfactual",NA
"6","Mixed Forest
Birds
Insectivore/invertivore","BEST GUESS","Counterfactual",NA
"6","Mixed Forest
Birds
Herbivore/granivore","LOWEST","Counterfactual",NA
"6","Mixed Forest
Birds
Herbivore/granivore","HIGHEST","Counterfactual",NA
"6","Mixed Forest
Birds
Herbivore/granivore","BEST GUESS","Counterfactual",NA
"6","Mixed Forest
Mammals
Carnivore, omnivore","LOWEST","Counterfactual",NA
"6","Mixed Forest
Mammals
Carnivore, omnivore","HIGHEST","Counterfactual",NA
"6","Mixed Forest
Mammals
Carnivore, omnivore","BEST GUESS","Counterfactual",NA
"6","Mixed Forest
Mammals
Herbivore","LOWEST","Counterfactual","85"
"6","Mixed Forest
Mammals
Herbivore","HIGHEST","Counterfactual","100"
"6","Mixed Forest
Mammals
Herbivore","BEST GUESS","Counterfactual","100"
"6","Mixed Forest
Vascular plants
Herbaceous","LOWEST","Counterfactual","65"
"6","Mixed Forest
Vascular plants
Herbaceous","HIGHEST","Counterfactual","95"
"6","Mixed Forest
Vascular plants
Herbaceous","BEST GUESS","Counterfactual","75"
"6","Mixed Forest
Vascular plants
Woody","LOWEST","Counterfactual","65"
"6","Mixed Forest
Vascular plants
Woody","HIGHEST","Counterfactual","100"
"6","Mixed Forest
Vascular plants
Woody","BEST GUESS","Counterfactual","75"
"7","Freshwater
Fish
Large predators","LOWEST","Counterfactual",NA
"7","Freshwater
Fish
Large predators","HIGHEST","Counterfactual",NA
"7","Freshwater
Fish
Large predators","BEST GUESS","Counterfactual",NA
"7","Freshwater
Fish
Small-medium predators","LOWEST","Counterfactual",NA
"7","Freshwater
Fish
Small-medium predators","HIGHEST","Counterfactual",NA
"7","Freshwater
Fish
Small-medium predators","BEST GUESS","Counterfactual",NA
"7","Freshwater
Reptiles and amphibians
Snakes and lizards","LOWEST","Counterfactual","70"
"7","Freshwater
Reptiles and amphibians
Snakes and lizards","HIGHEST","Counterfactual","90"
"7","Freshwater
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Counterfactual","80"
"7","Freshwater
Reptiles and amphibians
Frogs","LOWEST","Counterfactual","70"
"7","Freshwater
Reptiles and amphibians
Frogs","HIGHEST","Counterfactual","90"
"7","Freshwater
Reptiles and amphibians
Frogs","BEST GUESS","Counterfactual","80"
"7","Freshwater
Reptiles and amphibians
Salamanders","LOWEST","Counterfactual","70"
"7","Freshwater
Reptiles and amphibians
Salamanders","HIGHEST","Counterfactual","90"
"7","Freshwater
Reptiles and amphibians
Salamanders","BEST GUESS","Counterfactual","80"
"7","Freshwater
Birds
Carnivore","LOWEST","Counterfactual","50"
"7","Freshwater
Birds
Carnivore","HIGHEST","Counterfactual","75"
"7","Freshwater
Birds
Carnivore","BEST GUESS","Counterfactual","60"
"7","Freshwater
Birds
Omnivore","LOWEST","Counterfactual","40"
"7","Freshwater
Birds
Omnivore","HIGHEST","Counterfactual","60"
"7","Freshwater
Birds
Omnivore","BEST GUESS","Counterfactual","50"
"7","Freshwater
Birds
Insectivore/invertivore","LOWEST","Counterfactual","40"
"7","Freshwater
Birds
Insectivore/invertivore","HIGHEST","Counterfactual","70"
"7","Freshwater
Birds
Insectivore/invertivore","BEST GUESS","Counterfactual","60"
"7","Freshwater
Birds
Herbivore/granivore","LOWEST","Counterfactual","10"
"7","Freshwater
Birds
Herbivore/granivore","HIGHEST","Counterfactual","30"
"7","Freshwater
Birds
Herbivore/granivore","BEST GUESS","Counterfactual","20"
"7","Freshwater
Mammals
Carnivore, omnivore","LOWEST","Counterfactual","60"
"7","Freshwater
Mammals
Carnivore, omnivore","HIGHEST","Counterfactual","100"
"7","Freshwater
Mammals
Carnivore, omnivore","BEST GUESS","Counterfactual","90"
"7","Freshwater
Mammals
Herbivore","LOWEST","Counterfactual","60"
"7","Freshwater
Mammals
Herbivore","HIGHEST","Counterfactual","90"
"7","Freshwater
Mammals
Herbivore","BEST GUESS","Counterfactual","80"
"7","Freshwater
Vascular plants
Herbaceous","LOWEST","Counterfactual",NA
"7","Freshwater
Vascular plants
Herbaceous","HIGHEST","Counterfactual",NA
"7","Freshwater
Vascular plants
Herbaceous","BEST GUESS","Counterfactual",NA
"7","Freshwater
Vascular plants
Woody","LOWEST","Counterfactual","70"
"7","Freshwater
Vascular plants
Woody","HIGHEST","Counterfactual","100"
"7","Freshwater
Vascular plants
Woody","BEST GUESS","Counterfactual","90"
"7","Wetland
Fish
Large predators","LOWEST","Counterfactual",NA
"7","Wetland
Fish
Large predators","HIGHEST","Counterfactual",NA
"7","Wetland
Fish
Large predators","BEST GUESS","Counterfactual",NA
"7","Wetland
Fish
Small-medium predators","LOWEST","Counterfactual",NA
"7","Wetland
Fish
Small-medium predators","HIGHEST","Counterfactual",NA
"7","Wetland
Fish
Small-medium predators","BEST GUESS","Counterfactual",NA
"7","Wetland
Reptiles and amphibians
Snakes and lizards","LOWEST","Counterfactual","60"
"7","Wetland
Reptiles and amphibians
Snakes and lizards","HIGHEST","Counterfactual","90"
"7","Wetland
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Counterfactual","80"
"7","Wetland
Reptiles and amphibians
Frogs","LOWEST","Counterfactual","60"
"7","Wetland
Reptiles and amphibians
Frogs","HIGHEST","Counterfactual","90"
"7","Wetland
Reptiles and amphibians
Frogs","BEST GUESS","Counterfactual","80"
"7","Wetland
Reptiles and amphibians
Salamanders","LOWEST","Counterfactual","60"
"7","Wetland
Reptiles and amphibians
Salamanders","HIGHEST","Counterfactual","90"
"7","Wetland
Reptiles and amphibians
Salamanders","BEST GUESS","Counterfactual","80"
"7","Wetland
Birds
Carnivore","LOWEST","Counterfactual","60"
"7","Wetland
Birds
Carnivore","HIGHEST","Counterfactual","80"
"7","Wetland
Birds
Carnivore","BEST GUESS","Counterfactual","70"
"7","Wetland
Birds
Omnivore","LOWEST","Counterfactual","60"
"7","Wetland
Birds
Omnivore","HIGHEST","Counterfactual","90"
"7","Wetland
Birds
Omnivore","BEST GUESS","Counterfactual","75"
"7","Wetland
Birds
Insectivore/invertivore","LOWEST","Counterfactual","70"
"7","Wetland
Birds
Insectivore/invertivore","HIGHEST","Counterfactual","100"
"7","Wetland
Birds
Insectivore/invertivore","BEST GUESS","Counterfactual","80"
"7","Wetland
Birds
Herbivore/granivore","LOWEST","Counterfactual","40"
"7","Wetland
Birds
Herbivore/granivore","HIGHEST","Counterfactual","60"
"7","Wetland
Birds
Herbivore/granivore","BEST GUESS","Counterfactual","50"
"7","Wetland
Mammals
Carnivore, omnivore","LOWEST","Counterfactual","60"
"7","Wetland
Mammals
Carnivore, omnivore","HIGHEST","Counterfactual","100"
"7","Wetland
Mammals
Carnivore, omnivore","BEST GUESS","Counterfactual","90"
"7","Wetland
Mammals
Herbivore","LOWEST","Counterfactual","80"
"7","Wetland
Mammals
Herbivore","HIGHEST","Counterfactual","100"
"7","Wetland
Mammals
Herbivore","BEST GUESS","Counterfactual","90"
"7","Wetland
Vascular plants
Herbaceous","LOWEST","Counterfactual",NA
"7","Wetland
Vascular plants
Herbaceous","HIGHEST","Counterfactual",NA
"7","Wetland
Vascular plants
Herbaceous","BEST GUESS","Counterfactual",NA
"7","Wetland
Vascular plants
Woody","LOWEST","Counterfactual","70"
"7","Wetland
Vascular plants
Woody","HIGHEST","Counterfactual","100"
"7","Wetland
Vascular plants
Woody","BEST GUESS","Counterfactual","95"
"7","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","LOWEST","Counterfactual","60"
"7","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST","Counterfactual","80"
"7","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Counterfactual","70"
"7","Coniferous Forest
Reptiles and amphibians
Frogs","LOWEST","Counterfactual","70"
"7","Coniferous Forest
Reptiles and amphibians
Frogs","HIGHEST","Counterfactual","90"
"7","Coniferous Forest
Reptiles and amphibians
Frogs","BEST GUESS","Counterfactual","85"
"7","Coniferous Forest
Reptiles and amphibians
Salamanders","LOWEST","Counterfactual","40"
"7","Coniferous Forest
Reptiles and amphibians
Salamanders","HIGHEST","Counterfactual","90"
"7","Coniferous Forest
Reptiles and amphibians
Salamanders","BEST GUESS","Counterfactual","60"
"7","Coniferous Forest
Birds
Carnivore","LOWEST","Counterfactual","80"
"7","Coniferous Forest
Birds
Carnivore","HIGHEST","Counterfactual","100"
"7","Coniferous Forest
Birds
Carnivore","BEST GUESS","Counterfactual","90"
"7","Coniferous Forest
Birds
Omnivore","LOWEST","Counterfactual","80"
"7","Coniferous Forest
Birds
Omnivore","HIGHEST","Counterfactual","100"
"7","Coniferous Forest
Birds
Omnivore","BEST GUESS","Counterfactual","90"
"7","Coniferous Forest
Birds
Insectivore/invertivore","LOWEST","Counterfactual","80"
